asv,Kingdom,Phylum,Class,Order,Family,Genus
asv4033,Bacteria,Planctomycetota,Phycisphaerae,mle1-8,NA,NA
asv4034,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
asv4035,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nodularia PCC-9350
asv4036,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA
asv4037,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv4038,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
asv4039,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna
asv4040,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
asv4041,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,NA
asv4042,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus
asv4043,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Sungkyunkwania
asv4044,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,Fodinicurvata
asv4045,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10
asv4046,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv4047,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA
asv4048,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA
asv4049,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA
asv4050,Bacteria,WPS-2,NA,NA,NA,NA
asv4051,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv4052,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
asv4053,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Anderseniella
asv4054,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1
asv4055,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4056,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
asv4057,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
asv4058,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
asv4059,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
asv4060,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA
asv4061,Bacteria,Acidobacteriota,Subgroup 21,NA,NA,NA
asv4062,Bacteria,NB1-j,NA,NA,NA,NA
asv4063,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma
asv4064,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
asv4065,Bacteria,Desulfobacterota,NA,NA,NA,NA
asv4066,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Epulopiscium
asv4067,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella
asv4068,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
asv4069,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium
asv4070,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4071,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA
asv4072,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade
asv4073,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv4074,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,MCWD3,NA
asv4075,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio
asv4076,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Trichodesmium IMS101
asv4077,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA
asv4078,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
asv4079,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
asv4080,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA
asv4081,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
asv4082,Bacteria,Acidobacteriota,AT-s3-28,NA,NA,NA
asv4083,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum
asv4084,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
asv4085,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA
asv4086,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter
asv4087,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA
asv4088,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,NA
asv4089,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Silicimonas
asv4090,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv4091,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
asv4092,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv4093,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus
asv4094,Bacteria,Acidobacteriota,Subgroup 11,NA,NA,NA
asv4095,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
asv4096,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 8
asv4097,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
asv4098,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv4099,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Neptuniibacter
asv4100,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,endosymbionts
asv4101,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA
asv4102,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,NA,NA
asv4103,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
asv4104,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv4105,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10
asv4106,Bacteria,Acidobacteriota,Subgroup 21,NA,NA,NA
asv4107,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29
asv4108,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
asv4109,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14
asv4110,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
asv4111,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA
asv4112,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA
asv4113,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
asv4114,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA
asv4115,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA
asv4116,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv4117,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 11
asv4118,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA
asv4119,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA
asv4120,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter
asv4121,Bacteria,Myxococcota,bacteriap25,NA,NA,NA
asv4122,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4123,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Vallitalea
asv4124,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4125,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
asv4126,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv4127,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea
asv4128,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv4129,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128
asv4130,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Geminobacterium
asv4131,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv4132,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter
asv4133,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA
asv4134,Bacteria,Acidobacteriota,Subgroup 21,NA,NA,NA
asv4135,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus
asv4136,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA
asv4137,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv4138,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesia
asv4139,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
asv4140,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv4141,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group
asv4142,Bacteria,Firmicutes,NA,NA,NA,NA
asv4143,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
asv4144,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
asv4145,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Oleiphilus
asv4146,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4147,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv4148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
asv4149,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
asv4150,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA,NA
asv4151,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA
asv4152,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv4153,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,NA
asv4154,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4155,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
asv4156,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Tersicoccus
asv4157,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,NA
asv4158,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
asv4159,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
asv4160,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA
asv4161,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
asv4162,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv4163,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,NA
asv4164,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
asv4165,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Fritschea
asv4166,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
asv4167,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
asv4168,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv4169,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,SUP05 cluster
asv4170,Bacteria,Proteobacteria,NA,NA,NA,NA
asv4171,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas
asv4172,Bacteria,Margulisbacteria,NA,NA,NA,NA
asv4173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium
asv4174,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA
asv4175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Anderseniella
asv4176,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1 clade,NA
asv4177,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
asv4178,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium
asv4179,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
asv4180,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv4181,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv4182,Bacteria,NB1-j,NA,NA,NA,NA
asv4183,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA
asv4184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum
asv4185,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv4186,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,Paramaledivibacter
asv4187,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,NA
asv4188,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,Paramaledivibacter
asv4189,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,Fodinicurvata
asv4190,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
asv4191,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
asv4192,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,NA
asv4193,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA
asv4194,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA
asv4195,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio
asv4196,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA
asv4197,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv4198,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA
asv4199,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4200,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus
asv4201,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv4202,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus Tenderia
asv4203,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio
asv4204,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7
asv4205,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,NA
asv4206,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA
asv4207,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA
asv4208,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
asv4209,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
asv4210,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA
asv4211,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv4212,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
asv4213,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
asv4214,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,NA
asv4215,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
asv4216,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv4217,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14
asv4218,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA
asv4219,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Sungkyunkwania
asv4220,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
asv4221,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,EC94,NA
asv4222,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
asv4223,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv4224,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA
asv4225,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
asv4226,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,IheB2-31
asv4227,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga
asv4228,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA
asv4229,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4230,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
asv4231,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
asv4232,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,NA
asv4233,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,NA,NA
asv4234,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,NA
asv4235,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
asv4236,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA
asv4237,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA
asv4238,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA
asv4239,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv4240,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
asv4241,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia
asv4242,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter
asv4243,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,NA
asv4244,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
asv4245,Bacteria,Acidobacteriota,Subgroup 11,NA,NA,NA
asv4246,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4247,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
asv4248,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv4249,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv4250,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,NA,NA
asv4251,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
asv4252,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Arthrospira PCC-7345
asv4253,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
asv4254,Bacteria,NB1-j,NA,NA,NA,NA
asv4255,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,MCWD3,NA
asv4256,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Xenococcus PCC-7305
asv4257,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
asv4258,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,NA
asv4259,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv4260,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Ezakiella
asv4261,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,NA
asv4262,Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris MBIC11017
asv4263,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv4264,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
asv4265,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA
asv4266,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA
asv4267,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinihabitans
asv4268,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv4269,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina
asv4270,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
asv4271,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA
asv4272,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv4273,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia
asv4274,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Pyruvatibacter
asv4275,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
asv4276,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
asv4277,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Xenococcus PCC-7305
asv4278,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
asv4279,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio
asv4280,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA
asv4281,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv4282,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas
asv4283,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv4284,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
asv4285,Bacteria,Myxococcota,bacteriap25,NA,NA,NA
asv4286,Bacteria,Actinobacteriota,Actinobacteria,KIST-JJY010,NA,NA
asv4287,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA
asv4288,Bacteria,Planctomycetota,NA,NA,NA,NA
asv4289,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4290,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidium MBIC10003
asv4291,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
asv4292,Bacteria,NB1-j,NA,NA,NA,NA
asv4293,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA
asv4294,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
asv4295,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,NA
asv4296,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv4297,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas
asv4298,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv4299,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio
asv4300,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,NA
asv4301,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA
asv4302,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,NA,NA
asv4303,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,NA,NA
asv4304,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv4305,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2
asv4306,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
asv4307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinihabitans
asv4308,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
asv4309,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv4310,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA
asv4311,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,MBIC10086
asv4312,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14
asv4313,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia
